fp_pwr,rx_pwr,pwr_diff,rxpacc,dist_cm,fp_resid,label,frame_len
-75.6831341127,-95.8540677399,-20.1709336272,52,219,-68.8742518159,1,0
-84.4765583663,-96.9347917552,-12.458233389,51,238,-76.9450192251,1,58
-82.6975488783,-97.2689056253,-14.571356747,53,225,-75.6538985161,1,58
-84.0444404362,-97.8952675665,-13.8508271302,52,233,-76.6973220157,1,0
-78.6894943669,-97.8952675665,-19.2057731996,52,195,-72.8888021396,1,0
-88.0415183265,-98.0607180858,-10.0191997593,53,236,-80.5832782671,1,58
-85.5942761255,-98.3482224244,-12.7539462989,49,222,-78.6672166365,1,58
-82.351555643,-97.8952675665,-15.5437119235,52,221,-75.4637101693,1,0
-78.3233851225,-100.113755063,-21.7903699402,52,259,-70.0573898408,1,58
-78.8041576759,-98.8643676965,-20.0602100206,52,271,-70.1447718584,1,58
-78.6876535222,-98.8643676965,-20.1767141743,52,274,-69.9326422658,1,0
-77.2877761251,-98.6957043458,-21.4079282207,51,266,-68.7901433925,1,58
-77.2221500897,-99.5976097905,-22.3754597008,49,270,-68.5948748065,1,58
-79.6451963736,-101.874667653,-22.2294712796,52,248,-71.7561627571,1,0
-84.1122635558,-100.113755063,-16.0014915068,52,244,-76.364467029,1,58
-86.2446798477,-98.6957043458,-12.4510244981,51,268,-77.6819839671,1,58
-89.0490467466,-100.113755063,-11.0647083161,52,226,-81.9668779636,1,58
-76.8203231056,-98.8643676965,-22.0440445909,52,255,-68.6895194969,1,0
-75.8921971801,-98.0607180858,-22.1685209057,53,254,-67.7955228477,1,58
-78.1807798795,-99.7730882766,-21.5923083971,50,269,-69.5857342795,1,58
-77.0269287373,-98.8643676965,-21.8374389592,52,266,-68.5292960047,1,0
-76.9213769512,-99.4185129374,-22.4971359862,48,270,-68.2941016681,1,58
-78.7334984882,-100.113755063,-21.3802565745,52,263,-70.3343835184,1,58
-78.7643765713,-98.8643676965,-20.0999911252,52,270,-70.1371012882,1,0
-79.6952909721,-99.7730882766,-20.0777973045,50,263,-71.2961760023,1,58
-78.6890431175,-99.7730882766,-21.0840451591,50,266,-70.1914103849,1,58
-80.6361290712,-97.8952675665,-17.2591384953,52,276,-71.8179474299,1,0
-76.6616855421,-100.279205582,-23.6175200399,53,269,-68.066639942,1,58
-77.6854366751,-99.9450917119,-22.2596550367,51,267,-69.1552114478,1,58
-76.5909116323,-98.8643676965,-22.2734560642,52,269,-67.9958660323,1,0
-76.5666139721,-99.0298182159,-22.4632042438,53,266,-68.0689812395,1,46
-76.6564762775,-98.8643676965,-22.207891419,52,269,-68.0614306775,1,46
-78.312503317,-99.7730882766,-21.4605849596,50,247,-70.4585642518,1,0
-78.2199591192,-100.113755063,-21.8937959434,52,263,-69.8208441494,1,0
-79.009441319,-101.874667653,-22.8652263342,52,265,-70.5445238403,1,46
-79.3271140513,-104.189725485,-24.8626114334,48,268,-70.7644181707,1,0
-79.7704292754,-101.874667653,-22.1042383778,52,259,-71.5044339938,1,0
-77.957948559,-100.113755063,-22.1558065036,52,259,-69.6919532774,1,46
-78.3274461471,-100.113755063,-21.7863089155,52,259,-70.0614508655,1,0
-79.6759334364,-101.874667653,-22.1987342168,52,270,-71.0486581532,1,0
-77.0311403966,-100.113755063,-23.082614666,52,266,-68.533507664,1,0
-77.5265939822,-100.113755063,-22.5871610804,52,271,-68.8672081648,1,46
-76.8136047402,-100.113755063,-23.3001503225,52,266,-68.3159720075,1,0
-77.5202730307,-98.8643676965,-21.3440946658,52,272,-68.82889495,1,0
-78.1226715493,-99.2356453486,-21.1129737994,47,276,-69.304489908,1,46
-78.1685322499,-98.8643676965,-20.6958354467,52,267,-69.6383070226,1,0
-77.0735484842,-97.8952675665,-20.8217190823,52,268,-68.5108526036,1,0
-77.0932957131,-98.6957043458,-21.6024086327,51,263,-68.6941807433,1,46
-77.9930973567,-97.8952675665,-19.9021702098,52,268,-69.4304014761,1,0
-76.8462999241,-97.8952675665,-21.0489676423,52,246,-69.0275977821,1,0
-76.8086516463,-98.8643676965,-22.0557160502,52,274,-68.0536403899,1,46
-77.4680004953,-98.8643676965,-21.3963672012,52,274,-68.7129892389,1,0
-78.2155855936,-98.6957043458,-20.4801187522,51,267,-69.6853603663,1,0
-79.8288744618,-97.8952675665,-18.0663931047,52,277,-70.9792790805,1,46
-80.1339322261,-97.103455106,-16.9695228799,52,266,-71.6362994935,1,0
-83.7429228901,-95.8540677399,-12.1111448498,52,274,-74.9879116337,1,0
